Enhancer_row	Enhancer_ID	Enhancer_Chr	Enhancer_Start	Enhancer_End	Enhancer_Factor	Enhancer_Direction	enhancerID	insituID	Enhancer_Gd7	Enhancer_Toll10b	Enhancer_Toll9	Enhancer_Time	Background	Gene_row	Gene_geneID	Gene_Chr	Gene_Start	Gene_End	Gene_Strand	Gene_Direction	Gene_Factor	Gene_Gd7	Gene_Toll10b	Gene_Toll9	Gene_Time	Distance	PROseq_Classification	ATACseq_Classification	pair_score	name	geneFunc	score	geneName	geneFuncFullText
1467	Region2607	chr2R	16154053	16155042	Time	Up	region 376	None	-6.69299463394365	3.7737197491892	3.10478044728549	2.5081080193661	No	3930	FBgn0029175	chr2R	16146385	16148657	-	Up	Time	-0.489410669173145	0.410754030540959	0.105567374969859	0.658399121133094	5395	Time Up	Time Up	3.16650714049919	Q9Y169	Exostosin-2	1000	sotv	<ul><li>Glycosyltransferase required for the biosynthesis of heparan-sulfate and responsible for the alternating addition of beta-1-4-linked glucuronic acid (GlcA) and alpha-1-4-linked N-acetylglucosamine (GlcNAc) units to nascent heparan sulfate chains. Plays a central role in diffusion of morphogens hedgehog (hh), wingless (wg) and Decapentaplegic (dpp) via its role in heparan sulfate proteoglycans (HSPGs) biosynthesis, HSPGs being required for movement of Hh, Dpp and wg morphogens.</ul>
1481	Region2631	chr2R	16499703	16500302	Toll9	Up	None	None	-2.50816795331784	-1.10114732778002	3.55921237425856	0.170132346438197	Yes	3959	FBgn0011260	chr2R	16503548	16532397	+	Up	Toll9	-0.600218305950294	-0.208639695523305	1.10099823944463	1.09164856098236	3245	Toll9 Up	Toll9 Up	4.66021061370319	Q24323	Semaphorin-2A	1000	Sema2a	<ul><li>Plays a role in growth cones guidance. Required for both proper adult behavior and survival. Can function in vivo as a selective target-derived signal that inhibits the formation of specific synaptic terminal arbors.</ul>
1560	Region2723	chr2R	17803894	17804883	Toll10b	Down	None	region 1051	4.97929878256266	-7.56370157330946	3.24189786282092	-1.50262925928688	No	4063	FBgn0259211	chr2R	17808411	17840871	+	Down	Toll10b	1.83412118542862	-2.77322206982097	1.28707864893478	-1.0955843744415	3527	Toll10b Down	Toll10b Down	10.3369236431304	P13002	Protein grainyhead	1000	grh	<ul><li>Binds a CNS-specific regulatory element of the Dopa decarboxylase (Ddc) gene. Also interacts with sequences adjacent to other transcription units, including Ultrabithorax (Ubx) and engrailed (en). Activity in vivo may be required only at high levels transiently to activate the expression of Ddc in the CNS.</ul>
1561	Region2723	chr2R	17803894	17804883	Toll10b	Down	None	region 1052	4.97929878256266	-7.56370157330946	3.24189786282092	-1.50262925928688	No	4063	FBgn0259211	chr2R	17808411	17840871	+	Down	Toll10b	1.83412118542862	-2.77322206982097	1.28707864893478	-1.0955843744415	3527	Toll10b Down	Toll10b Down	10.3369236431304	P13002	Protein grainyhead	1000	grh	<ul><li>Binds a CNS-specific regulatory element of the Dopa decarboxylase (Ddc) gene. Also interacts with sequences adjacent to other transcription units, including Ultrabithorax (Ubx) and engrailed (en). Activity in vivo may be required only at high levels transiently to activate the expression of Ddc in the CNS.</ul>
1562	Region2723	chr2R	17803894	17804883	Toll10b	Down	None	region 1051	3.36355356658434	-6.24541957902713	3.28600333669054	-1.50262925928688	No	4063	FBgn0259211	chr2R	17808411	17840871	+	Down	Toll10b	1.83412118542862	-2.77322206982097	1.28707864893478	-1.0955843744415	3527	Toll10b Down	Toll10b Down	9.0186416488481	P13002	Protein grainyhead	1000	grh	<ul><li>Binds a CNS-specific regulatory element of the Dopa decarboxylase (Ddc) gene. Also interacts with sequences adjacent to other transcription units, including Ultrabithorax (Ubx) and engrailed (en). Activity in vivo may be required only at high levels transiently to activate the expression of Ddc in the CNS.</ul>
1563	Region2723	chr2R	17803894	17804883	Toll10b	Down	None	region 1052	3.36355356658434	-6.24541957902713	3.28600333669054	-1.50262925928688	No	4063	FBgn0259211	chr2R	17808411	17840871	+	Down	Toll10b	1.83412118542862	-2.77322206982097	1.28707864893478	-1.0955843744415	3527	Toll10b Down	Toll10b Down	9.0186416488481	P13002	Protein grainyhead	1000	grh	<ul><li>Binds a CNS-specific regulatory element of the Dopa decarboxylase (Ddc) gene. Also interacts with sequences adjacent to other transcription units, including Ultrabithorax (Ubx) and engrailed (en). Activity in vivo may be required only at high levels transiently to activate the expression of Ddc in the CNS.</ul>
1589	Region2763	chr2R	18306743	18307589	Toll9	Up	None	None	-4.25006537242873	-0.277185823065123	5.31605976982402	1.24713120966123	No	4095	FBgn0034327	chr2R	18303596	18303952	-	Up	Toll9	-1.60894583839546	0.210953589909514	1.90092719163842	0.657532636832601	2790	Toll9 Up	Toll9 Up	7.21698696146244	Q9V8F3	Protein GSKIP homolog	1000		<ul><li></ul>
1897	Region3238	chr2R	24580311	24581458	Toll10b	Down	None	None	1.55404527955818	-10.5433637094639	9.30039208722182	1.11251472836068	No	4525	FBgn0035028	chr2R	24574990	24577461	+	Down	Toll10b	0.308020473655364	-0.737152374683184	0.586301495344744	-0.506595320017597	2849	Toll10b Down	Toll10b Down	11.2805160841471	Q9W145	Steroidogenic acute regulatory protein-like	1000	Start1	<ul><li>May bind to and transport cholesterol and may play a role in ecdysteroid biosynthesis.</ul>
1924	Region3305	chr3L	40052	40733	Toll10b	Down	region 117	None	6.2508709295526	-6.95222826648495	1.68509214079222	0.870864727118721	No	1768	FBgn0052475	chr3L	24193	26075	+	Down	Toll10b	5.57997984334054	-7.88646675417272	3.16487802783886	0.413439423919758	13976	Toll10b Down	Toll10b Down	14.8386950206577	Q9W0V7	Probable G-protein coupled receptor Mth-like 8	1000	mthl8	<ul><li></ul>
2048	Region3542	chr3L	2879482	2880852	Toll9	Up	None	None	-0.843886609308298	0.116903001571504	0.757287489936607	-1.16010946259196	Yes	1967	FBgn0263392	chr3L	2788553	2871710	-	Up	Toll9	-2.37247589517975	0.540454924293852	2.49018238672494	2.03032416099649	7771	Toll9 Up	Toll9 Up	3.24746987666155	M9NEY8	DNA N6-methyl adenine demethylase	1000	Tet	<ul><li>Dioxygenase that specifically demethylates DNA methylated on the 6th position of adenine (N(6)-methyladenosine) DNA. N(6)-methyladenosine (m6A) DNA is present at a relatively high level at the very earliest embryonic stages but at low levels at the late embryonic stages and may act as a regulator of gene expression. Promotes differentiation of early germ cells in ovary.</ul>
2049	Region3543	chr3L	2881200	2882832	Toll9	Up	None	None	-2.81580600460659	-0.797526180207927	3.63464084402421	0.0705587659447494	Yes	1967	FBgn0263392	chr3L	2788553	2871710	-	Up	Toll9	-2.37247589517975	0.540454924293852	2.49018238672494	2.03032416099649	9489	Toll9 Up	Toll9 Up	6.12482323074915	M9NEY8	DNA N6-methyl adenine demethylase	1000	Tet	<ul><li>Dioxygenase that specifically demethylates DNA methylated on the 6th position of adenine (N(6)-methyladenosine) DNA. N(6)-methyladenosine (m6A) DNA is present at a relatively high level at the very earliest embryonic stages but at low levels at the late embryonic stages and may act as a regulator of gene expression. Promotes differentiation of early germ cells in ovary.</ul>
2050	Region3543	chr3L	2881200	2882832	Toll9	Up	None	None	-1.02422959896419	-0.707793484099005	1.90316438558687	0.0705587659447494	Yes	1967	FBgn0263392	chr3L	2788553	2871710	-	Up	Toll9	-2.37247589517975	0.540454924293852	2.49018238672494	2.03032416099649	9489	Toll9 Up	Toll9 Up	4.39334677231181	M9NEY8	DNA N6-methyl adenine demethylase	1000	Tet	<ul><li>Dioxygenase that specifically demethylates DNA methylated on the 6th position of adenine (N(6)-methyladenosine) DNA. N(6)-methyladenosine (m6A) DNA is present at a relatively high level at the very earliest embryonic stages but at low levels at the late embryonic stages and may act as a regulator of gene expression. Promotes differentiation of early germ cells in ovary.</ul>
2051	Region3543	chr3L	2881200	2882832	Toll9	Up	None	None	-2.68934871402344	-2.49972325895433	5.36532377878919	0.0705587659447494	No	1967	FBgn0263392	chr3L	2788553	2871710	-	Up	Toll9	-2.37247589517975	0.540454924293852	2.49018238672494	2.03032416099649	9489	Toll9 Up	Toll9 Up	7.85550616551413	M9NEY8	DNA N6-methyl adenine demethylase	1000	Tet	<ul><li>Dioxygenase that specifically demethylates DNA methylated on the 6th position of adenine (N(6)-methyladenosine) DNA. N(6)-methyladenosine (m6A) DNA is present at a relatively high level at the very earliest embryonic stages but at low levels at the late embryonic stages and may act as a regulator of gene expression. Promotes differentiation of early germ cells in ovary.</ul>
2084	Region3588	chr3L	3408680	3409437	Toll10b	Up	None	None	0.259127350941698	4.33638867420134	-5.35614093334528	1.41776886844906	No	2017	FBgn0014388	chr3L	3402959	3404725	-	Up	Toll10b	-2.16580191404587	2.4753662851842	-0.42969769317936	1.39603263001105	3954	Toll10b Up	Toll10b Up	6.81175495938554	O44783	Protein sprouty	1000	sty	<ul><li>Inhibitor of tracheal branching that restricts branch budding by antagonizing the BNL-FGF pathway (BNL: branchless, an fgf inducer of branching). Acts as an antagonist of EGFR-mediated signaling in the eye (where it is important for cell determination) midline glia, chordotonal organs, wing and ovarian follicle cells.</ul>
2202	Region3804	chr3L	7155951	7157219	Toll9	Up	None	region 2188	-1.89533770803875	-0.0930241443980079	1.87073996090938	-0.35011226230876	Yes	2190	FBgn0265296	chr3L	7161360	7189315	-	Up	Toll9	-1.24407629580784	-0.194701808470755	1.9578172893082	0.120374784430681	4140	Toll9 Up	Toll9 Up	3.82855725021758	Q9VS29	Down syndrome cell adhesion molecule-like protein Dscam2	1000	Dscam2	<ul><li>Cell adhesion molecule.</ul>
2263	Region3895	chr3L	8669796	8671796	Time	Down	None	region 2284	1.06585190574298	-2.06720594591371	0.923892671177529	-4.31045754161177	No	2300	FBgn0001168	chr3L	8676250	8678420	+	Down	Time	0.356102882121074	-0.48600189578679	0.178388171073753	-3.62416102547615	4453	Time Down	Time Down	7.93461856708792	P14003	Protein hairy	1000	h	<ul><li>Pair-rule protein that regulates embryonic segmentation and adult bristle patterning. Transcriptional repressor of genes that require a bHLH protein for their transcription (e.g. ftz).</ul>
2264	Region3895	chr3L	8669796	8671796	Time	Down	None	region 2285	1.06585190574298	-2.06720594591371	0.923892671177529	-4.31045754161177	No	2300	FBgn0001168	chr3L	8676250	8678420	+	Down	Time	0.356102882121074	-0.48600189578679	0.178388171073753	-3.62416102547615	4453	Time Down	Time Down	7.93461856708792	P14003	Protein hairy	1000	h	<ul><li>Pair-rule protein that regulates embryonic segmentation and adult bristle patterning. Transcriptional repressor of genes that require a bHLH protein for their transcription (e.g. ftz).</ul>
2265	Region3895	chr3L	8669796	8671796	Time	Down	None	region 2286	1.06585190574298	-2.06720594591371	0.923892671177529	-4.31045754161177	No	2300	FBgn0001168	chr3L	8676250	8678420	+	Down	Time	0.356102882121074	-0.48600189578679	0.178388171073753	-3.62416102547615	4453	Time Down	Time Down	7.93461856708792	P14003	Protein hairy	1000	h	<ul><li>Pair-rule protein that regulates embryonic segmentation and adult bristle patterning. Transcriptional repressor of genes that require a bHLH protein for their transcription (e.g. ftz).</ul>
2266	Region3895	chr3L	8669796	8671796	Time	Down	None	region 2287	1.06585190574298	-2.06720594591371	0.923892671177529	-4.31045754161177	No	2300	FBgn0001168	chr3L	8676250	8678420	+	Down	Time	0.356102882121074	-0.48600189578679	0.178388171073753	-3.62416102547615	4453	Time Down	Time Down	7.93461856708792	P14003	Protein hairy	1000	h	<ul><li>Pair-rule protein that regulates embryonic segmentation and adult bristle patterning. Transcriptional repressor of genes that require a bHLH protein for their transcription (e.g. ftz).</ul>
2272	Region3903	chr3L	8824532	8824880	Toll9	Up	None	None	1.26620333934892	-7.07209553314902	6.26523049155222	2.31674973067487	No	2305	FBgn0263930	chr3L	8828233	8889315	+	Up	Toll9	-1.66735827067306	-1.13681200060481	3.81840693412581	1.39884515709278	3352	Toll9 Up	Toll9 Up	10.083637425678	Q24114	Division abnormally delayed protein	1000	dally	<ul><li>Cell surface proteoglycan that bears heparan sulfate. Required for cell division patterning during post-embryonic development of the nervous system.</ul>
2492	Region4389	chr3L	15232644	15233361	Toll9	Up	None	region 2718	0.41864883178891	-5.08694506623615	5.02890502493136	-1.20117554680663	No	2653	FBgn0029114	chr3L	15236121	15240158	+	Up	Toll9	-1.03967525271491	-0.272964586549404	1.78650599137177	-0.716675722242979	2759	Toll9 Up	Toll9 Up	6.81541101630313	Q9V477	Toll-like receptor Tollo	1000	Tollo	<ul><li>Toll-related receptor (PubMed:10973475). Probably specific to larval innate immunity (PubMed:22022271). Involved in the tracheal immune response of larvae to Gram-negative and perhaps Gram-positive bacteria; upon infection it negatively regulates the immune deficiency (Imd) signaling cascade specifically in the respiratory epithelium to prevent the overexpression of antimicrobial peptides (AMP) (PubMed:22022271). Involved in the NF-kappa-B-dependent apoptosis of unfit cells during cell competition (PubMed:25477468). Involved in neuron-specific glycosylation (PubMed:12588858, PubMed:17264077). Positively controls the neuromuscular junction (NMJ) growth in presynaptic motorneurons, probably via the JNK pathway (PubMed:24662564). During development of the peripheral nervous system, may function in the NF-kappa-B (rel) regulatory cascade to repress expression of the neuron-specific genes sc and ase in non-neuronal cells (PubMed:18000549). Promotes heterophilic cell adhesion with 18w in vitro (PubMed:25363762). May have a minor role in leg development (PubMed:21158756). May be involved in determining the proximal cell fate in the wing, possibly by negatively regulating the Dpp signaling pathway.(PubMed:17078066). May also be involved in the Dpp signaling pathway in the eye (PubMed:17078066). Possibly functions with 18w and Toll-6 during convergent extension, to help direct proper planar cell polarity, cell intercalation and axis elongation (PubMed:25363762).</ul>
2495	Region4393	chr3L	15261743	15263107	Toll9	Up	None	None	-1.03291262350406	-2.74922761497266	4.88506394734306	-0.345444698579921	Yes	2653	FBgn0029114	chr3L	15236121	15240158	+	Up	Toll9	-1.03967525271491	-0.272964586549404	1.78650599137177	-0.716675722242979	21584	Toll9 Up	Toll9 Up	6.67156993871483	Q9V477	Toll-like receptor Tollo	1000	Tollo	<ul><li>Toll-related receptor (PubMed:10973475). Probably specific to larval innate immunity (PubMed:22022271). Involved in the tracheal immune response of larvae to Gram-negative and perhaps Gram-positive bacteria; upon infection it negatively regulates the immune deficiency (Imd) signaling cascade specifically in the respiratory epithelium to prevent the overexpression of antimicrobial peptides (AMP) (PubMed:22022271). Involved in the NF-kappa-B-dependent apoptosis of unfit cells during cell competition (PubMed:25477468). Involved in neuron-specific glycosylation (PubMed:12588858, PubMed:17264077). Positively controls the neuromuscular junction (NMJ) growth in presynaptic motorneurons, probably via the JNK pathway (PubMed:24662564). During development of the peripheral nervous system, may function in the NF-kappa-B (rel) regulatory cascade to repress expression of the neuron-specific genes sc and ase in non-neuronal cells (PubMed:18000549). Promotes heterophilic cell adhesion with 18w in vitro (PubMed:25363762). May have a minor role in leg development (PubMed:21158756). May be involved in determining the proximal cell fate in the wing, possibly by negatively regulating the Dpp signaling pathway.(PubMed:17078066). May also be involved in the Dpp signaling pathway in the eye (PubMed:17078066). Possibly functions with 18w and Toll-6 during convergent extension, to help direct proper planar cell polarity, cell intercalation and axis elongation (PubMed:25363762).</ul>
2651	Region4687	chr3L	19170377	19170890	Gd7	Down	None	None	-1.74031111166071	-0.113046460020322	1.92718355869179	0.775992650248257	Yes	2882	FBgn0016797	chr3L	19143869	19146286	-	Down	Gd7	-1.25932041167341	0.353743443774677	1.23060841702086	0.544491548770071	24090	Gd7 Down	Gd7 Down	2.99963152333412	Q9VVX3	Frizzled-2	1000	fz2	<ul><li>Receptor for Wnt proteins. Most of frizzled receptors are coupled to the beta-catenin canonical signaling pathway, which leads to the activation of disheveled proteins, inhibition of GSK-3 kinase, nuclear accumulation of beta-catenin and activation of Wnt target genes. A second signaling pathway involving PKC and calcium fluxes has been seen for some family members, but it is not yet clear if it represents a distinct pathway or if it can be integrated in the canonical pathway, as PKC seems to be required for Wnt-mediated inactivation of GSK-3 kinase. Both pathways seem to involve interactions with G-proteins. Required to coordinate the cytoskeletons of epidermal cells to produce a parallel array of cuticular hairs and bristles.</ul>
2661	Region4706	chr3L	19562102	19563502	Toll10b	Down	None	None	3.58646558190285	-7.70278412363922	4.72696332789529	-0.882602320158025	No	2902	FBgn0005564	chr3L	19568624	19574695	-	Down	Toll10b	0.723878345624769	-1.0226454121998	0.409961147050753	0.0181986481681588	5121	Toll10b Down	Toll10b Down	8.72542953583902	P17971	Potassium voltage-gated channel protein Shal	1000	Shal	<ul><li>Mediates the voltage-dependent potassium ion permeability of excitable membranes. Assuming opened or closed conformations in response to the voltage difference across the membrane, the protein forms a potassium-selective channel through which potassium ions may pass in accordance with their electrochemical gradient. May play a role in the nervous system and in the regulation of beating frequency in pacemaker cells.</ul>
2662	Region4706	chr3L	19562102	19563502	Toll10b	Down	None	None	3.30551740454119	-8.66172840720554	6.02319938948113	-0.882602320158025	No	2902	FBgn0005564	chr3L	19568624	19574695	-	Down	Toll10b	0.723878345624769	-1.0226454121998	0.409961147050753	0.0181986481681588	5121	Toll10b Down	Toll10b Down	9.68437381940534	P17971	Potassium voltage-gated channel protein Shal	1000	Shal	<ul><li>Mediates the voltage-dependent potassium ion permeability of excitable membranes. Assuming opened or closed conformations in response to the voltage difference across the membrane, the protein forms a potassium-selective channel through which potassium ions may pass in accordance with their electrochemical gradient. May play a role in the nervous system and in the regulation of beating frequency in pacemaker cells.</ul>
2663	Region4707	chr3L	19563882	19565001	Toll10b	Down	None	None	2.67426373584507	-8.18461205110787	6.28019487701199	-0.889561840110608	No	2902	FBgn0005564	chr3L	19568624	19574695	-	Down	Toll10b	0.723878345624769	-1.0226454121998	0.409961147050753	0.0181986481681588	3622	Toll10b Down	Toll10b Down	9.20725746330767	P17971	Potassium voltage-gated channel protein Shal	1000	Shal	<ul><li>Mediates the voltage-dependent potassium ion permeability of excitable membranes. Assuming opened or closed conformations in response to the voltage difference across the membrane, the protein forms a potassium-selective channel through which potassium ions may pass in accordance with their electrochemical gradient. May play a role in the nervous system and in the regulation of beating frequency in pacemaker cells.</ul>
2889	Region5209	chr3R	5038686	5039610	Toll10b	Down	None	None	3.99852136613054	-5.16148361477645	1.40459791063209	-1.491642414982	No	60	FBgn0010313	chr3R	5084376	5086025	-	Down	Toll10b	0.557168791073437	-0.68317838990728	0.173782801596169	-0.358989136898017	44765	Toll10b Down	Toll10b Down	5.84466200468373	P41046	Centrosomal and chromosomal factor	1000	corto	<ul><li>Essential protein required for proper condensation of mitotic chromosomes and progression through mitosis (PubMed:9463384). Binds to specific polytene chromosome sites, many of which are shared with the posterior sex combs (Psc) protein (PubMed:9463384). Involved in maintaining Abd-B repression outside its normal expression domain (PubMed:18667003, PubMed:18286205).</ul>
2890	Region5209	chr3R	5038686	5039610	Toll10b	Down	None	None	3.44583600132298	-4.66431205049418	1.36954066138324	-1.491642414982	No	60	FBgn0010313	chr3R	5084376	5086025	-	Down	Toll10b	0.557168791073437	-0.68317838990728	0.173782801596169	-0.358989136898017	44765	Toll10b Down	Toll10b Down	5.34749044040146	P41046	Centrosomal and chromosomal factor	1000	corto	<ul><li>Essential protein required for proper condensation of mitotic chromosomes and progression through mitosis (PubMed:9463384). Binds to specific polytene chromosome sites, many of which are shared with the posterior sex combs (Psc) protein (PubMed:9463384). Involved in maintaining Abd-B repression outside its normal expression domain (PubMed:18667003, PubMed:18286205).</ul>
2896	Region5220	chr3R	5089384	5090896	Toll10b	Down	None	None	5.36346758460831	-5.67067401267709	0.298014399330482	-0.359957588537461	No	60	FBgn0010313	chr3R	5084376	5086025	-	Down	Toll10b	0.557168791073437	-0.68317838990728	0.173782801596169	-0.358989136898017	3358	Toll10b Down	Toll10b Down	6.35385240258437	P41046	Centrosomal and chromosomal factor	1000	corto	<ul><li>Essential protein required for proper condensation of mitotic chromosomes and progression through mitosis (PubMed:9463384). Binds to specific polytene chromosome sites, many of which are shared with the posterior sex combs (Psc) protein (PubMed:9463384). Involved in maintaining Abd-B repression outside its normal expression domain (PubMed:18667003, PubMed:18286205).</ul>
2897	Region5220	chr3R	5089384	5090896	Toll10b	Down	None	None	6.47538923886931	-5.45549150939453	-0.949574472385902	-0.359957588537461	No	60	FBgn0010313	chr3R	5084376	5086025	-	Down	Toll10b	0.557168791073437	-0.68317838990728	0.173782801596169	-0.358989136898017	3358	Toll10b Down	Toll10b Down	6.13866989930181	P41046	Centrosomal and chromosomal factor	1000	corto	<ul><li>Essential protein required for proper condensation of mitotic chromosomes and progression through mitosis (PubMed:9463384). Binds to specific polytene chromosome sites, many of which are shared with the posterior sex combs (Psc) protein (PubMed:9463384). Involved in maintaining Abd-B repression outside its normal expression domain (PubMed:18667003, PubMed:18286205).</ul>
3141	Region5692	chr3R	10626236	10627104	Toll9	Up	region 609	None	-3.34005373656768	-1.29737064391052	4.66058030089798	-0.214784702841764	No	442	FBgn0001235	chr3R	10511380	10612999	-	Up	Toll9	-0.842650203903876	-0.718632311901306	2.12627856130649	-0.549254500865341	13236	Toll9 Up	Toll9 Up	6.78685886220447	O46339	Homeobox protein homothorax	1000	hth	<ul><li>All isoforms are required for patterning of the embryonic cuticle. Acts with exd to delimit the eye field and prevent inappropriate eye development. Isoforms that carry the homeodomain are required for proper localization of chordotonal organs within the peripheral nervous system and antennal identity; required to activate antennal-specific genes, such as sal and to repress the leg-like expression of dac. Necessary for the nuclear localization of the essential HOX cofactor, extradenticle (exd). Both necessary and sufficient for inner photoreceptors to adopt the polarization-sensitive 'dorsal rim area' (DRA) of the eye fate instead of the color-sensitive default state. This occurs by increasing rhabdomere size and uncoupling R7-R8 communication to allow both cells to express the same opsin rather than different ones as required for color vision.</ul>
3142	Region5692	chr3R	10626236	10627104	Toll9	Up	region 609	None	-3.16559630499946	-0.89593360340629	4.06609374111224	-0.214784702841764	No	442	FBgn0001235	chr3R	10511380	10612999	-	Up	Toll9	-0.842650203903876	-0.718632311901306	2.12627856130649	-0.549254500865341	13236	Toll9 Up	Toll9 Up	6.19237230241873	O46339	Homeobox protein homothorax	1000	hth	<ul><li>All isoforms are required for patterning of the embryonic cuticle. Acts with exd to delimit the eye field and prevent inappropriate eye development. Isoforms that carry the homeodomain are required for proper localization of chordotonal organs within the peripheral nervous system and antennal identity; required to activate antennal-specific genes, such as sal and to repress the leg-like expression of dac. Necessary for the nuclear localization of the essential HOX cofactor, extradenticle (exd). Both necessary and sufficient for inner photoreceptors to adopt the polarization-sensitive 'dorsal rim area' (DRA) of the eye fate instead of the color-sensitive default state. This occurs by increasing rhabdomere size and uncoupling R7-R8 communication to allow both cells to express the same opsin rather than different ones as required for color vision.</ul>
3409	Region6184	chr3R	16848469	16849052	Toll9	Up	None	region 4184	-0.403748895086242	-2.92441086113683	3.04089353984785	-1.30936203300973	No	855	FBgn0000014	chr3R	16809690	16828003	-	Up	Toll9	-1.06135825709945	-0.410489233112761	2.00355090983064	0.289421049290226	20465	Toll9 Up	Toll9 Up	5.04444444967849	P29555	Homeobox protein abdominal-A	1000	abd-A	<ul><li>Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis. Required for segmental identity of the second through eighth abdominal segments. Once a pattern of abd-A expression is turned on in a given parasegment, it remains on the more posterior parasegment, so that the complex pattern of expression is built up in the successive parasegments. Appears to repress expression of Ubx whenever they appear in the same cell, but abd-A is repressed by Abd-B only in the eight and ninth abdominal segments.</ul>
3410	Region6184	chr3R	16848469	16849052	Toll9	Up	None	region 4185	-0.403748895086242	-2.92441086113683	3.04089353984785	-1.30936203300973	No	855	FBgn0000014	chr3R	16809690	16828003	-	Up	Toll9	-1.06135825709945	-0.410489233112761	2.00355090983064	0.289421049290226	20465	Toll9 Up	Toll9 Up	5.04444444967849	P29555	Homeobox protein abdominal-A	1000	abd-A	<ul><li>Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis. Required for segmental identity of the second through eighth abdominal segments. Once a pattern of abd-A expression is turned on in a given parasegment, it remains on the more posterior parasegment, so that the complex pattern of expression is built up in the successive parasegments. Appears to repress expression of Ubx whenever they appear in the same cell, but abd-A is repressed by Abd-B only in the eight and ninth abdominal segments.</ul>
3411	Region6184	chr3R	16848469	16849052	Toll9	Up	None	region 4186	-0.403748895086242	-2.92441086113683	3.04089353984785	-1.30936203300973	No	855	FBgn0000014	chr3R	16809690	16828003	-	Up	Toll9	-1.06135825709945	-0.410489233112761	2.00355090983064	0.289421049290226	20465	Toll9 Up	Toll9 Up	5.04444444967849	P29555	Homeobox protein abdominal-A	1000	abd-A	<ul><li>Sequence-specific transcription factor which is part of a developmental regulatory system that provides cells with specific positional identities on the anterior-posterior axis. Required for segmental identity of the second through eighth abdominal segments. Once a pattern of abd-A expression is turned on in a given parasegment, it remains on the more posterior parasegment, so that the complex pattern of expression is built up in the successive parasegments. Appears to repress expression of Ubx whenever they appear in the same cell, but abd-A is repressed by Abd-B only in the eight and ninth abdominal segments.</ul>
3506	Region6372	chr3R	19338868	19340299	Toll9	Up	region 623	region 4454	-1.01033348101639	-0.320130374921029	1.49558229970046	-2.01464045175	Yes	1002	FBgn0000463	chr3R	19304831	19325538	-	Up	Toll9	-1.63260698747653	0.0160527490817	2.19891003047381	0.170423403790314	13329	Toll9 Up	Toll9 Up	3.69449233017427	P10041	Neurogenic locus protein delta	1000	Dl	<ul><li>Acts as a ligand for Notch (N) receptor. Essential for proper differentiation of ectoderm. Dl is required for the correct separation of neural and epidermal cell lineages. Fringe (fng) acts in the Golgi to determine the type of O-linked fucose on the EGF modules in N, altering the ability of N to bind with Delta (Dl). O-fut1 also has a role in modulating the interaction.</ul>
3507	Region6373	chr3R	19340601	19341163	Toll9	Up	region 623	region 4455	0.434001367037717	-4.02601513860762	4.27691845917388	-1.03838395297955	No	1002	FBgn0000463	chr3R	19304831	19325538	-	Up	Toll9	-1.63260698747653	0.0160527490817	2.19891003047381	0.170423403790314	15062	Toll9 Up	Toll9 Up	6.47582848964769	P10041	Neurogenic locus protein delta	1000	Dl	<ul><li>Acts as a ligand for Notch (N) receptor. Essential for proper differentiation of ectoderm. Dl is required for the correct separation of neural and epidermal cell lineages. Fringe (fng) acts in the Golgi to determine the type of O-linked fucose on the EGF modules in N, altering the ability of N to bind with Delta (Dl). O-fut1 also has a role in modulating the interaction.</ul>
3508	Region6373	chr3R	19340601	19341163	Toll9	Up	region 623	region 4456	0.434001367037717	-4.02601513860762	4.27691845917388	-1.03838395297955	No	1002	FBgn0000463	chr3R	19304831	19325538	-	Up	Toll9	-1.63260698747653	0.0160527490817	2.19891003047381	0.170423403790314	15062	Toll9 Up	Toll9 Up	6.47582848964769	P10041	Neurogenic locus protein delta	1000	Dl	<ul><li>Acts as a ligand for Notch (N) receptor. Essential for proper differentiation of ectoderm. Dl is required for the correct separation of neural and epidermal cell lineages. Fringe (fng) acts in the Golgi to determine the type of O-linked fucose on the EGF modules in N, altering the ability of N to bind with Delta (Dl). O-fut1 also has a role in modulating the interaction.</ul>
3509	Region6373	chr3R	19340601	19341163	Toll9	Up	region 623	region 4457	0.434001367037717	-4.02601513860762	4.27691845917388	-1.03838395297955	No	1002	FBgn0000463	chr3R	19304831	19325538	-	Up	Toll9	-1.63260698747653	0.0160527490817	2.19891003047381	0.170423403790314	15062	Toll9 Up	Toll9 Up	6.47582848964769	P10041	Neurogenic locus protein delta	1000	Dl	<ul><li>Acts as a ligand for Notch (N) receptor. Essential for proper differentiation of ectoderm. Dl is required for the correct separation of neural and epidermal cell lineages. Fringe (fng) acts in the Golgi to determine the type of O-linked fucose on the EGF modules in N, altering the ability of N to bind with Delta (Dl). O-fut1 also has a role in modulating the interaction.</ul>
