Chr	Start	End	Target	Score	IM_PET
chr2R	16855900	16857900	Rab4	0.961	0
chr2R	16855900	16857900	Dcr-2	0.961	0
chr2R	16867742	16869742	Ptp52F	0.981	0
chr2R	16867742	16869742	FBgn0025827	0.972	0
chr2R	16867742	16869742	POSH	0.98	0
chr2R	16951494	16953494	CG8401	0.962	0
chr2R	16951494	16953494	Khc	0.981	0
chr2R	16951494	16953494	PPO1	0.969	0
chr2R	17000362	17002362	CG8401	0.964	0
chr2R	17000362	17002362	Ptp52F	0.958	0
chr2R	17000362	17002362	Khc	0.957	0
chr2R	17000735	17002735	CG8401	0.964	0
chr2R	17000735	17002735	Ptp52F	0.958	0
chr2R	17000735	17002735	CG30461	0.998	0
chr2R	17003673	17005673	CG8401	0.96	0
chr2R	17003673	17005673	Ptp52F	0.959	0
chr2R	17003673	17005673	ste24b	0.988	0
chr2R	17014952	17016952	Ptp52F	0.965	0
chr2R	17014952	17016952	FBgn0263032	0.978	0
chr2R	17014952	17016952	FBgn0003140	0.951	0
chr2R	17018255	17020255	CG8401	0.948	0
chr2R	17018255	17020255	Ptp52F	0.965	0
chr2R	17018255	17020255	FBgn0003140	0.951	0
chr2R	17019030	17021030	Ptp52F	0.965	0
chr2R	17019030	17021030	FBgn0263032	0.964	0
chr2R	17019030	17021030	FBgn0003140	0.951	0
chr2R	17019077	17021077	Ptp52F	0.965	0
chr2R	17019077	17021077	FBgn0263032	0.97	0
chr2R	17019077	17021077	FBgn0003140	0.951	0
chr2R	17025263	17027263	Ptp52F	0.961	0
chr2R	17025263	17027263	Hmgs	0.944	0
chr2R	17025263	17027263	PPO1	0.958	0
chr2R	17025422	17027422	Ptp52F	0.961	0
chr2R	17025422	17027422	Hmgs	0.944	0
chr2R	17025422	17027422	PPO1	0.958	0
chr2R	17025740	17027740	Ptp52F	0.961	0
chr2R	17025740	17027740	Hmgs	0.944	0
chr2R	17025740	17027740	PPO1	0.958	0
chr2R	17026303	17028303	Ptp52F	0.961	0
chr2R	17026303	17028303	ste24b	0.955	0
chr2R	17026303	17028303	PPO1	0.958	0
chr2R	17061613	17063613	CG30460	0.996	0
chr2R	17061613	17063613	CG6362	0.967	0
chr2R	17061613	17063613	PPO1	0.956	0
chr2R	17091001	17093001	Ptp52F	0.961	0
chr2R	17091001	17093001	Khc	0.959	0
chr2R	17091001	17093001	CG6362	0.968	0
chr2R	17091416	17093416	Ptp52F	0.961	0
chr2R	17091416	17093416	Khc	0.959	0
chr2R	17091416	17093416	CG6362	0.968	0
chr2R	17144130	17146130	Ptp52F	0.965	0
chr2R	17144130	17146130	FBgn0261292	0.978	0
chr2R	17144130	17146130	FBgn0053458	0.971	0
chr2R	17406425	17408425	FBgn0261292	0.974	0
chr2R	17406425	17408425	FBgn0053458	0.961	0
chr2R	17406425	17408425	FBgn0034154	0.963	0
chr2R	17406425	17408425	FBgn0034330	0.961	0
chr2R	17421195	17423195	FBgn0053458	0.974	0
chr2R	17421195	17423195	FBgn0034154	0.978	0
chr2R	17421195	17423195	FBgn0040733	0.966	0
chr2R	17429573	17431573	FBgn0034152	0.965	0
chr2R	17429573	17431573	FBgn0034154	0.98	0
chr2R	17429573	17431573	FBgn0040733	0.965	0
chr2R	17429573	17431573	GstE1	0.966	0
chr2R	17430650	17432650	FBgn0034152	0.967	0
chr2R	17430650	17432650	FBgn0034154	0.98	0
chr2R	17430650	17432650	FBgn0034218	0.975	0
chr2R	17430741	17432741	FBgn0034154	0.98	0
chr2R	17430741	17432741	Prosalpha5	0.976	0
chr2R	17430741	17432741	FBgn0034218	0.98	0
chr2R	17457095	17459095	FBgn0034154	0.981	0
chr2R	17457095	17459095	FBgn0040733	0.975	0
chr2R	17457095	17459095	GstE1	0.975	0
chr2R	17457395	17459395	FBgn0053458	0.967	0
chr2R	17457395	17459395	FBgn0034154	0.981	0
chr2R	17457395	17459395	GstE1	0.975	0
chr2R	17457962	17459962	FBgn0034154	0.98	0
chr2R	17457962	17459962	CG14478	0.994	0
chr2R	17457962	17459962	GstE1	0.975	0
chr2R	17460454	17462454	FBgn0034154	0.979	0
chr2R	17460454	17462454	adp	0.966	0
chr2R	17460454	17462454	GstE1	0.975	0
chr2R	17513453	17515453	FBgn0034139	0.973	0
chr2R	17513453	17515453	Cdk4	0.97	0
chr2R	17513453	17515453	CG4866	0.999	0
chr2R	17513627	17515627	FBgn0034139	0.973	0
chr2R	17513627	17515627	Cdk4	0.97	0
chr2R	17513627	17515627	CG4866	0.999	0
chr2R	17517650	17519650	FBgn0034139	0.964	0
chr2R	17517650	17519650	Cdk4	0.97	0
chr2R	17517650	17519650	CG4853	0.988	0
chr2R	17534770	17536770	FBgn0034139	0.966	0
chr2R	17534770	17536770	FBgn0034330	0.964	0
chr2R	17534770	17536770	GstE1	0.963	0
chr2R	17544187	17546187	FBgn0034139	0.966	0
chr2R	17544187	17546187	FBgn0040733	0.965	0
chr2R	17544187	17546187	GstE1	0.963	0
chr2R	17546180	17548180	FBgn0034139	0.963	0
chr2R	17546180	17548180	FBgn0040733	0.965	0
chr2R	17546180	17548180	GstE1	0.963	0
chr2R	17548605	17550605	FBgn0034139	0.962	0
chr2R	17548605	17550605	FBgn0040733	0.964	0
chr2R	17548605	17550605	GstE1	0.967	0
chr2R	17548605	17550605	GstE9	0.962	0
chr2R	17567028	17569028	UQCR-6.4	0.981	0
chr2R	17567028	17569028	FBgn0034322	0.968	0
chr2R	17567028	17569028	GstE9	0.966	0
chr2R	17571782	17573782	POSH	0.997	0
chr2R	17571782	17573782	FBgn0034322	0.971	0
chr2R	17571782	17573782	GstE1	0.961	0
chr2R	17572510	17574510	POSH	0.99	0
chr2R	17572510	17574510	FBgn0034322	0.971	0
chr2R	17572510	17574510	GstE1	0.961	0
chr2R	17572780	17574780	FBgn0263029	0.963	0
chr2R	17572780	17574780	POSH	0.986	0
chr2R	17572780	17574780	FBgn0034322	0.971	0
chr2R	17580188	17582188	FBgn0034154	0.96	0
chr2R	17580188	17582188	FBgn0034322	0.972	0
chr2R	17580188	17582188	GstE9	0.96	0
chr2R	17580246	17582246	FBgn0034154	0.96	0
chr2R	17580246	17582246	FBgn0034322	0.972	0
chr2R	17580246	17582246	GstE9	0.96	0
chr2R	17580479	17582479	FBgn0034154	0.96	0
chr2R	17580479	17582479	FBgn0034322	0.972	0
chr2R	17580479	17582479	GstE9	0.96	0
chr2R	17585101	17587101	CG30105	0.987	0
chr2R	17585101	17587101	FBgn0034322	0.979	0
chr2R	17585101	17587101	GstE9	0.96	0
chr2R	17589336	17591336	FBgn0034152	0.95	0
chr2R	17589336	17591336	FBgn0034154	0.96	0
chr2R	17589336	17591336	FBgn0034322	0.98	0
chr2R	17589336	17591336	GstE9	0.95	0
chr2R	17593033	17595033	FBgn0034152	0.95	0
chr2R	17593033	17595033	FBgn0034154	0.962	0
chr2R	17593033	17595033	FBgn0034322	0.982	0
chr2R	17664628	17666628	mute	0.973	0
chr2R	17664628	17666628	CG30108	0.973	0
chr2R	17664628	17666628	FBgn0262838	0.971	0
chr2R	17668468	17670468	mute	0.972	0
chr2R	17668468	17670468	eIF3c	0.99	0
chr2R	17668468	17670468	FBgn0262838	0.971	0
chr2R	17668711	17670711	mute	0.972	0
chr2R	17668711	17670711	eIF3c	0.996	0
chr2R	17668711	17670711	FBgn0262838	0.971	0
chr2R	17669325	17671325	eIF3c	0.994	0
chr2R	17669325	17671325	Sema1b	0.994	0
chr2R	17669325	17671325	FBgn0262838	0.975	0
chr2R	17669557	17671557	eIF3c	0.981	0
chr2R	17669557	17671557	Sema1b	0.995	0
chr2R	17669557	17671557	FBgn0262838	0.975	0
chr2R	17671431	17673431	mute	0.97	0
chr2R	17671431	17673431	FBgn0262838	0.978	0
chr2R	17671431	17673431	FBgn0262595	0.967	0
chr2R	17671644	17673644	mute	0.97	0
chr2R	17671644	17673644	FBgn0262838	0.978	0
chr2R	17671644	17673644	FBgn0262595	0.967	0
chr2R	17682894	17684894	FBgn0262838	0.981	0
chr2R	17682894	17684894	FBgn0063496	0.97	0
chr2R	17682894	17684894	FBgn0034365	0.975	0
chr2R	17697002	17699002	FBgn0262838	0.981	0
chr2R	17697002	17699002	FBgn0063496	0.979	0
chr2R	17697002	17699002	FBgn0262595	0.974	0
chr2R	17697222	17699222	FBgn0262838	0.981	0
chr2R	17697222	17699222	FBgn0063496	0.979	0
chr2R	17697222	17699222	FBgn0262595	0.974	0
chr2R	17697277	17699277	FBgn0262838	0.981	0
chr2R	17697277	17699277	FBgn0063496	0.979	0
chr2R	17697277	17699277	FBgn0262595	0.974	0
chr2R	17698670	17700670	CG6424	0.985	0
chr2R	17698670	17700670	FBgn0262838	0.979	0
chr2R	17698670	17700670	FBgn0063496	0.981	0
chr2R	17715902	17717902	fat-spondin	0.971	0
chr2R	17715902	17717902	FBgn0262838	0.977	0
chr2R	17715902	17717902	FBgn0063496	0.982	0
chr2R	17716074	17718074	fat-spondin	0.975	0
chr2R	17716074	17718074	FBgn0262838	0.977	0
chr2R	17716074	17718074	FBgn0063496	0.982	0
chr2R	17722335	17724335	fat-spondin	0.976	0
chr2R	17722335	17724335	CG4975	0.975	0
chr2R	17722335	17724335	FBgn0063496	0.98	0
chr2R	17726390	17728390	fat-spondin	0.977	0
chr2R	17726390	17728390	CG4984	0.968	0
chr2R	17726390	17728390	PIG-A	0.968	0
chr2R	17726390	17728390	FBgn0063496	0.98	0
chr2R	17736021	17738021	Dark	0.956	0
chr2R	17736021	17738021	fat-spondin	0.98	0
chr2R	17736021	17738021	FBgn0063496	0.978	0
chr2R	17736200	17738200	fat-spondin	0.98	0
chr2R	17736200	17738200	CG5002	0.962	0
chr2R	17736200	17738200	FBgn0063496	0.978	0
chr2R	17738730	17740730	fat-spondin	0.98	0
chr2R	17738730	17740730	CG5002	0.962	0
chr2R	17738730	17740730	FBgn0063496	0.977	0
chr2R	17739053	17741053	fat-spondin	0.98	0
chr2R	17739053	17741053	CG5002	0.988	0
chr2R	17739053	17741053	FBgn0063496	0.977	0
chr2R	17746431	17748431	fat-spondin	0.98	0
chr2R	17746431	17748431	CG4975	0.978	0
chr2R	17746431	17748431	FBgn0063496	0.962	0
chr2R	17747077	17749077	fat-spondin	0.98	0
chr2R	17747077	17749077	CG4975	0.985	0
chr2R	17747077	17749077	FBgn0063496	0.962	0
chr2R	17752627	17754627	fat-spondin	0.98	0
chr2R	17752627	17754627	CG5002	0.97	0
chr2R	17752627	17754627	HLH54F	0.982	0
chr2R	17752931	17754931	fat-spondin	0.98	0
chr2R	17752931	17754931	CG5002	1	0
chr2R	17752931	17754931	HLH54F	0.996	0
chr2R	17753299	17755299	fat-spondin	0.98	0
chr2R	17753299	17755299	CG5002	0.998	0
chr2R	17753299	17755299	HLH54F	0.987	0
chr2R	17760162	17762162	fat-spondin	0.977	0
chr2R	17760162	17762162	HLH54F	0.997	0
chr2R	17760162	17762162	FBgn0034278	0.995	0
chr2R	17760306	17762306	fat-spondin	0.977	0
chr2R	17760306	17762306	HLH54F	0.996	0
chr2R	17760306	17762306	FBgn0034278	0.973	0
chr2R	17765776	17767776	fat-spondin	0.97	0
chr2R	17765776	17767776	Sply	0.968	0
chr2R	17765776	17767776	CG5033	0.965	0
chr2R	17780431	17782431	fat-spondin	0.966	0
chr2R	17780431	17782431	Sply	0.97	0
chr2R	17780431	17782431	FBgn0034365	0.966	0
chr2R	17780650	17782650	fat-spondin	0.966	0
chr2R	17780650	17782650	Sply	0.97	0
chr2R	17780650	17782650	FBgn0034365	0.966	0
chr2R	17780897	17782897	fat-spondin	0.966	0
chr2R	17780897	17782897	Sply	0.97	0
chr2R	17780897	17782897	FBgn0034365	0.966	0
chr2R	17794161	17796161	mute	0.969	0
chr2R	17794161	17796161	Sply	0.967	0
chr2R	17794161	17796161	FBgn0262595	0.969	0
chr2R	17794431	17796431	mute	0.969	0
chr2R	17794431	17796431	Sply	0.967	0
chr2R	17794431	17796431	FBgn0262595	0.969	0
chr2R	17794517	17796517	mute	0.969	0
chr2R	17794517	17796517	Sply	0.967	0
chr2R	17794517	17796517	FBgn0262595	0.969	0
chr2R	17799696	17801696	mute	0.965	0
chr2R	17799696	17801696	Dhit	0.974	0
chr2R	17799696	17801696	FBgn0262595	0.965	0
chr2R	17799704	17801704	mute	0.965	0
chr2R	17799704	17801704	Dhit	0.974	0
chr2R	17799704	17801704	FBgn0262595	0.965	0
chr2R	17800513	17802513	mute	0.965	0
chr2R	17800513	17802513	Sply	0.96	0
chr2R	17800513	17802513	FBgn0262595	0.965	0
chr2R	17802153	17804153	mute	0.965	0
chr2R	17802153	17804153	Sply	0.96	0
chr2R	17802153	17804153	FBgn0262595	0.963	0
chr2R	17803442	17805442	mute	0.965	0
chr2R	17803442	17805442	Sply	0.96	0
chr2R	17803442	17805442	FBgn0262595	0.963	0
chr2R	17804302	17806302	mute	0.965	0
chr2R	17804302	17806302	Sply	0.96	0
chr2R	17804302	17806302	FBgn0262595	0.963	0
chr2R	17849889	17851889	Dark	0.937	0
chr2R	17849889	17851889	FBgn0050110	0.959	0
chr2R	17849889	17851889	MFS15	0.957	0
chr2R	17868677	17870677	mute	0.964	0
chr2R	17868677	17870677	Dark	0.947	0
chr2R	17868677	17870677	MFS15	0.957	0
chr2R	18093126	18095126	mbl	0.931	0
chr2R	18093126	18095126	FBgn0286070	0.952	0
chr2R	18093126	18095126	MFS15	0.971	0
chr2R	18125795	18127795	veil	0.955	0
chr2R	18125795	18127795	MFS15	0.967	0
chr2R	18125795	18127795	FBgn0034407	0.957	0
chr2R	18127811	18129811	veil	0.959	0
chr2R	18127811	18129811	lolal	0.962	0
chr2R	18127811	18129811	MFS15	0.967	0
chr2R	18127833	18129833	veil	0.959	0
chr2R	18127833	18129833	lolal	0.962	0
chr2R	18127833	18129833	MFS15	0.967	0
chr2R	18136106	18138106	veil	0.966	0
chr2R	18136106	18138106	pAbp	0.978	0
chr2R	18136106	18138106	FBgn0034407	0.962	0
chr2R	18136294	18138294	veil	0.966	0
chr2R	18136294	18138294	pAbp	0.999	0
chr2R	18136294	18138294	FBgn0034407	0.962	0
chr2R	18146406	18148406	veil	0.973	0
chr2R	18146406	18148406	pAbp	0.956	0
chr2R	18146406	18148406	FBgn0262481	0.956	0
chr2R	18146406	18148406	FBgn0034407	0.968	0
chr2R	18146467	18148467	veil	0.973	0
chr2R	18146467	18148467	pAbp	0.969	0
chr2R	18146467	18148467	FBgn0034407	0.968	0
chr2R	18147017	18149017	veil	0.973	0
chr2R	18147017	18149017	Pcl	0.968	0
chr2R	18147017	18149017	FBgn0034407	0.968	0
chr2R	18150607	18152607	veil	0.974	0
chr2R	18150607	18152607	lolal	0.972	0
chr2R	18150607	18152607	FBgn0034407	0.97	0
chr2R	18150982	18152982	veil	0.974	0
chr2R	18150982	18152982	pAbp	0.992	0
chr2R	18150982	18152982	FBgn0034407	0.97	0
chr2R	18151182	18153182	veil	0.974	0
chr2R	18151182	18153182	pAbp	0.983	0
chr2R	18151182	18153182	FBgn0034407	0.97	0
chr2R	18157417	18159417	veil	0.975	0
chr2R	18157417	18159417	lolal	0.968	0
chr2R	18157417	18159417	FBgn0034407	0.977	0
chr2R	18159836	18161836	veil	0.975	0
chr2R	18159836	18161836	FBgn0262481	0.964	0
chr2R	18159836	18161836	FBgn0034407	0.977	0
chr2R	18160246	18162246	veil	0.975	0
chr2R	18160246	18162246	FBgn0262481	0.964	0
chr2R	18160246	18162246	FBgn0034407	0.977	0
chr2R	18166249	18168249	veil	0.977	0
chr2R	18166249	18168249	APC10	0.966	0
chr2R	18166249	18168249	FBgn0262481	0.966	0
chr2R	18166249	18168249	FBgn0034407	0.98	0
chr2R	18169781	18171781	veil	0.977	0
chr2R	18169781	18171781	MED9	0.998	0
chr2R	18169781	18171781	FBgn0034407	0.98	0
chr2R	18169880	18171880	veil	0.977	0
chr2R	18169880	18171880	MED9	0.998	0
chr2R	18169880	18171880	FBgn0034407	0.98	0
chr2R	18170133	18172133	veil	0.977	0
chr2R	18170133	18172133	MED9	0.998	0
chr2R	18170133	18172133	FBgn0034407	0.98	0
chr2R	18171045	18173045	veil	0.977	0
chr2R	18171045	18173045	FBgn0262481	0.966	0
chr2R	18171045	18173045	FBgn0034407	0.98	0
chr2R	18171521	18173521	veil	0.977	0
chr2R	18171521	18173521	EMRE	0.97	0
chr2R	18171521	18173521	FBgn0034407	0.98	0
chr2R	18179644	18181644	veil	0.977	0
chr2R	18179644	18181644	APC10	0.979	0
chr2R	18179644	18181644	FBgn0034407	0.98	0
chr2R	18179933	18181933	veil	0.977	0
chr2R	18179933	18181933	APC10	0.979	0
chr2R	18179933	18181933	FBgn0034407	0.98	0
chr2R	18182641	18184641	veil	0.975	0
chr2R	18182641	18184641	APC10	0.979	0
chr2R	18182641	18184641	FBgn0034407	0.98	0
chr2R	18183025	18185025	veil	0.975	0
chr2R	18183025	18185025	APC10	0.979	0
chr2R	18183025	18185025	FBgn0034407	0.98	0
chr2R	18183066	18185066	veil	0.975	0
chr2R	18183066	18185066	APC10	0.979	0
chr2R	18183066	18185066	FBgn0034407	0.98	0
chr2R	18211617	18213617	APC10	0.983	0
chr2R	18211617	18213617	Cc2d2a	0.967	0
chr2R	18211617	18213617	ena	0.975	0
chr2R	18231940	18233940	APC10	0.973	0
chr2R	18231940	18233940	Cc2d2a	0.97	0
chr2R	18231940	18233940	cyp33	0.966	0
chr2R	18232106	18234106	APC10	0.973	0
chr2R	18232106	18234106	Cc2d2a	0.97	0
chr2R	18232106	18234106	cyp33	0.966	0
chr2R	18232312	18234312	APC10	0.973	0
chr2R	18232312	18234312	Cc2d2a	0.97	0
chr2R	18232312	18234312	cyp33	0.966	0
chr2R	18232569	18234569	APC10	0.973	0
chr2R	18232569	18234569	Cc2d2a	0.97	0
chr2R	18232569	18234569	cyp33	0.966	0
chr2R	18286913	18288913	CG6484	0.967	0
chr2R	18286913	18288913	icln	0.98	0
chr2R	18286913	18288913	ena	0.949	0
chr2R	18287201	18289201	CG6484	0.967	0
chr2R	18287201	18289201	icln	0.98	0
chr2R	18287201	18289201	ena	0.949	0
chr2R	18287596	18289596	CG6484	0.967	0
chr2R	18287596	18289596	icln	0.98	0
chr2R	18287596	18289596	pen-2	0.97	0
chr2R	18288016	18290016	CG6484	0.967	0
chr2R	18288016	18290016	icln	0.98	0
chr2R	18288016	18290016	pen-2	0.961	0
chr2R	18288177	18290177	CG6484	0.967	0
chr2R	18288177	18290177	icln	0.98	0
chr2R	18288177	18290177	ena	0.949	0
chr2R	18307940	18309940	veil	0.957	0
chr2R	18307940	18309940	icln	0.97	0
chr2R	18307940	18309940	ena	0.966	0
chr2R	18355976	18357976	APC10	0.963	0
chr2R	18355976	18357976	eIF3c	0.98	0
chr2R	18355976	18357976	CG42561	0.972	0
chr2R	18356244	18358244	APC10	0.966	0
chr2R	18356244	18358244	eIF3c	0.98	0
chr2R	18356244	18358244	CG42561	0.972	0
chr2R	18410409	18412409	veil	0.964	0
chr2R	18410409	18412409	CG42561	0.961	0
chr2R	18410409	18412409	ena	0.959	0
chr2R	18410505	18412505	veil	0.964	0
chr2R	18410505	18412505	CG42561	0.961	0
chr2R	18410505	18412505	CG11257	0.96	0
chr2R	18411367	18413367	veil	0.972	0
chr2R	18411367	18413367	CG42561	0.961	0
chr2R	18411367	18413367	CG11257	0.96	0
chr2R	18425501	18427501	nw	0.961	0
chr2R	18425501	18427501	Dcr-2	0.962	0
chr2R	18425501	18427501	FBgn0034329	0.961	0
chr2R	18425576	18427576	nw	0.961	0
chr2R	18425576	18427576	Dcr-2	0.962	0
chr2R	18425576	18427576	Ttd14	0.981	0
chr2R	18425804	18427804	nw	0.961	0
chr2R	18425804	18427804	POSH	0.96	0
chr2R	18425804	18427804	Rab4	0.958	0
chr2R	18425804	18427804	Dcr-2	0.958	0
chr2R	18425804	18427804	CG18607	0.958	0
chr2R	18439448	18441448	nw	0.974	0
chr2R	18439448	18441448	GstE8	0.97	0
chr2R	18439448	18441448	CG10073	0.969	0
chr2R	18440583	18442583	nw	0.974	0
chr2R	18440583	18442583	CG6362	0.966	0
chr2R	18440583	18442583	CG30120	0.966	0
chr2R	18440583	18442583	CG10073	0.969	0
chr2R	18444298	18446298	nw	0.972	0
chr2R	18444298	18446298	FBgn0085222	0.969	0
chr2R	18444298	18446298	CG10073	0.969	0
chr2R	18444607	18446607	nw	0.972	0
chr2R	18444607	18446607	FBgn0085222	0.969	0
chr2R	18444607	18446607	CG10073	0.969	0
chr2R	18444652	18446652	nw	0.972	0
chr2R	18444652	18446652	FBgn0085222	0.969	0
chr2R	18444652	18446652	CG10073	0.969	0
chr2R	18446074	18448074	FBgn0085222	0.969	0
chr2R	18446074	18448074	CG6362	0.968	0
chr2R	18446074	18448074	CG10073	0.969	0
chr2R	18487254	18489254	CG6362	0.96	0
chr2R	18487254	18489254	hppy	0.981	0
chr2R	18487254	18489254	par-1	0.96	0
chr2R	18487254	18489254	mei-W68	0.966	0
chr2R	18487324	18489324	CG6362	0.96	0
chr2R	18487324	18489324	hppy	0.981	0
chr2R	18487324	18489324	par-1	0.96	0
chr2R	18487324	18489324	mei-W68	0.966	0
chr2R	18487623	18489623	CG6362	0.96	0
chr2R	18487623	18489623	hppy	0.981	0
chr2R	18487623	18489623	par-1	0.96	0
chr2R	18487623	18489623	mei-W68	0.966	0
chr2R	18564140	18566140	icln	0.962	0
chr2R	18564140	18566140	CG14490	0.98	0
chr2R	18564140	18566140	CG11257	0.958	0
chr2R	18564355	18566355	icln	0.962	0
chr2R	18564355	18566355	CG14490	0.98	0
chr2R	18564355	18566355	CG30122	0.972	0
chr2R	18564405	18566405	icln	0.962	0
chr2R	18564405	18566405	CG14490	0.98	0
chr2R	18564405	18566405	CG30122	0.973	0
chr2R	18574151	18576151	icln	0.953	0
chr2R	18574151	18576151	CG14490	0.972	0
chr2R	18574151	18576151	CG11257	0.947	0
chr2R	18574151	18576151	SdhA	0.947	0
chr2R	18613917	18615917	FBgn0034354	0.969	0
chr2R	18613917	18615917	CG18607	0.972	0
chr2R	18613917	18615917	FK506-bp2	0.979	0
chr2R	18624322	18626322	CG5482	0.98	0
chr2R	18624322	18626322	CG18607	0.969	0
chr2R	18624322	18626322	FK506-bp2	0.977	0
chr2R	18627273	18629273	CG6362	0.958	0
chr2R	18627273	18629273	CG18607	0.964	0
chr2R	18627273	18629273	FK506-bp2	0.972	0
chr2R	18627273	18629273	mei-W68	0.958	0
chr2R	18630742	18632742	CG18607	0.963	0
chr2R	18630742	18632742	FK506-bp2	0.971	0
chr2R	18630742	18632742	mei-W68	0.959	0
chr2R	18630831	18632831	CG18607	0.963	0
chr2R	18630831	18632831	FK506-bp2	0.971	0
chr2R	18630831	18632831	mei-W68	0.959	0
chr2R	18637934	18639934	CG30122	0.989	0
chr2R	18637934	18639934	FK506-bp2	0.964	0
chr2R	18637934	18639934	mei-W68	0.957	0
chr2R	18659021	18661021	FBgn0003140	0.952	0
chr2R	18659021	18661021	CG10073	0.962	0
chr2R	18659021	18661021	CG11007	0.961	0
chr2R	18659571	18661571	CG33136	0.953	0
chr2R	18659571	18661571	CG10073	0.962	0
chr2R	18659571	18661571	CG11007	0.961	0
chr2R	18705304	18707304	CG6362	0.969	0
chr2R	18705304	18707304	CG10073	0.972	0
chr2R	18705304	18707304	sm	0.958	0
chr2R	18705312	18707312	CG6362	0.969	0
chr2R	18705312	18707312	CG10073	0.972	0
chr2R	18705312	18707312	sm	0.958	0
chr2R	18705383	18707383	CG6362	0.969	0
chr2R	18705383	18707383	CG10073	0.972	0
chr2R	18705383	18707383	sm	0.958	0
chr2R	18795030	18797030	CG44434	0.979	0
chr2R	18795030	18797030	mei-W68	0.972	0
chr2R	18795030	18797030	CG11007	0.967	0
chr2R	18798057	18800057	CG15080	0.963	0
chr2R	18798057	18800057	mei-W68	0.971	0
chr2R	18798057	18800057	CG11007	0.968	0
chr2R	18798780	18800780	CG15080	0.969	0
chr2R	18798780	18800780	mei-W68	0.971	0
chr2R	18798780	18800780	CG11007	0.969	0
chr2R	18800151	18802151	mei-W68	0.962	0
chr2R	18800151	18802151	CG11007	0.97	0
chr2R	18800151	18802151	sm	0.966	0
chr2R	18801006	18803006	mei-W68	0.962	0
chr2R	18801006	18803006	CG11007	0.97	0
chr2R	18801006	18803006	sm	0.966	0
chr2R	18801343	18803343	mei-W68	0.962	0
chr2R	18801343	18803343	CG11007	0.97	0
chr2R	18801343	18803343	sm	0.966	0
chr2R	18818883	18820883	PPO1	0.97	0
chr2R	18818883	18820883	CG11007	0.97	0
chr2R	18818883	18820883	sm	0.974	0
chr2R	18849159	18851159	Jheh1	0.984	0
chr2R	18849159	18851159	FBgn0034405	0.976	0
chr2R	18849159	18851159	sm	0.978	0
chr2R	18849242	18851242	Jheh1	0.976	0
chr2R	18849242	18851242	FBgn0034405	0.999	0
chr2R	18849242	18851242	sm	0.978	0
chr2R	18849583	18851583	adp	0.966	0
chr2R	18849583	18851583	sm	0.978	0
chr2R	18849583	18851583	FBgn0034468	0.964	0
chr2R	18849895	18851895	adp	0.966	0
chr2R	18849895	18851895	sm	0.978	0
chr2R	18849895	18851895	FBgn0034468	0.964	0
chr2R	18850198	18852198	adp	0.966	0
chr2R	18850198	18852198	FBgn0034405	0.995	0
chr2R	18850198	18852198	sm	0.978	0
chr2R	18850295	18852295	adp	0.966	0
chr2R	18850295	18852295	FBgn0034405	0.966	0
chr2R	18850295	18852295	sm	0.978	0
chr2R	18851856	18853856	adp	0.966	0
chr2R	18851856	18853856	sm	0.978	0
chr2R	18851856	18853856	FBgn0034468	0.964	0
chr2R	18852464	18854464	adp	0.966	0
chr2R	18852464	18854464	sm	0.978	0
chr2R	18852464	18854464	Toll-7	0.965	0
chr2R	18852704	18854704	adp	0.966	0
chr2R	18852704	18854704	CG15096	0.969	0
chr2R	18852704	18854704	sm	0.978	0
chr2R	18945466	18947466	CG5098	0.962	0
chr2R	18945466	18947466	pen-2	0.964	0
chr2R	18945466	18947466	CG11018	0.964	0
chr2R	18945574	18947574	CG5098	0.962	0
chr2R	18945574	18947574	pen-2	0.964	0
chr2R	18945574	18947574	CG11018	0.964	0
chr2R	18945815	18947815	CG5098	0.962	0
chr2R	18945815	18947815	pen-2	0.964	0
chr2R	18945815	18947815	CG11018	0.964	0
chr2R	18969779	18971779	FBgn0034326	0.978	0
chr2R	18969779	18971779	CG11018	0.974	0
chr2R	18969779	18971779	FBgn0046879	0.969	0
chr2R	18970137	18972137	FBgn0034326	0.978	0
chr2R	18970137	18972137	CG11018	0.974	0
chr2R	18970137	18972137	FBgn0046879	0.969	0
chr2R	19128599	19130599	CG10914	0.965	0
chr2R	19128599	19130599	Nup75	0.966	0
chr2R	19128599	19130599	FBgn0063496	0.968	0
chr2R	19128982	19130982	Nup75	0.966	0
chr2R	19128982	19130982	FBgn0063496	0.968	0
chr2R	19128982	19130982	CG15118	0.978	0
chr2R	19136849	19138849	Nup75	0.966	0
chr2R	19136849	19138849	FBgn0034326	0.961	0
chr2R	19136849	19138849	CG15118	0.993	0
chr2R	19143144	19145144	Nup75	0.958	0
chr2R	19143144	19145144	FBgn0034326	0.965	0
chr2R	19143144	19145144	FBgn0063496	0.959	0
chr2R	19143309	19145309	Nup75	0.958	0
chr2R	19143309	19145309	FBgn0034326	0.965	0
chr2R	19143309	19145309	FBgn0063496	0.959	0
chr2R	19143667	19145667	Nup75	0.958	0
chr2R	19143667	19145667	FBgn0034326	0.965	0
chr2R	19143667	19145667	FBgn0063496	0.959	0
chr2R	19143786	19145786	Nup75	0.958	0
chr2R	19143786	19145786	FBgn0034326	0.965	0
chr2R	19143786	19145786	FBgn0063496	0.959	0
chr2R	19177896	19179896	FBgn0034326	0.941	0
